name,age,age_group,bodyweight,snatch_bw,candj_bw,squat_bw,deadlift_bw,snatch_to_cj,cj_to_squat,strength_score,snatch_level,weakness_flag,overall_rank,percentile_rank
Zack Ford,24.0,Senior,265.0,1.13,1.26,1.62,1.96,0.9,0.78,5.98,Advanced,No Major Imbalance,2704,91
Joel Tague,27.0,Senior,245.0,1.0,1.16,1.71,2.1,0.86,0.68,5.98,Intermediate,Weak Clean & Jerk,2705,91
Johnny Di Gregorio,32.0,Senior,295.0,1.02,1.23,1.72,2.0,0.82,0.72,5.97,Advanced,No Major Imbalance,2706,91
Justin Howard,26.0,Senior,275.0,0.96,1.22,1.84,1.95,0.79,0.66,5.96,Intermediate,Weak Clean & Jerk,2707,91
James Ellis,40.0,Masters I,245.0,1.04,1.29,1.78,1.86,0.81,0.72,5.96,Advanced,No Major Imbalance,2708,91
Jarrid Juska,28.0,Senior,238.0,1.02,1.32,1.66,1.95,0.77,0.8,5.96,Advanced,No Major Imbalance,2709,91
Michael Fry,31.0,Senior,215.0,1.19,1.33,1.56,1.88,0.89,0.85,5.95,Advanced,No Major Imbalance,2710,91
Marcel Ligero,28.0,Senior,225.0,1.08,1.18,1.72,1.98,0.92,0.69,5.95,Advanced,Weak Clean & Jerk,2711,91
Matthew Nourse,28.0,Senior,246.0,0.99,1.26,1.7,1.98,0.79,0.74,5.93,Intermediate,No Major Imbalance,2712,91
Rasmus Høyer Persen,28.0,Senior,218.0,1.11,1.32,1.57,1.92,0.85,0.84,5.92,Advanced,No Major Imbalance,2713,91
Andrew Ciancio,36.0,Masters I,224.0,1.67,1.97,1.21,1.07,0.85,1.63,5.92,Elite,No Major Imbalance,2714,91
Chandler Allen,23.0,Senior,245.0,1.0,1.22,1.71,1.98,0.82,0.71,5.92,Intermediate,No Major Imbalance,2715,91
Chris Jackson,35.0,Masters I,240.0,1.02,1.27,1.77,1.85,0.8,0.72,5.92,Advanced,No Major Imbalance,2716,91
marcus ofoia-stevens,24.0,Senior,181.0,1.52,1.89,2.44,0.06,0.81,0.78,5.91,Elite,No Major Imbalance,2717,91
Matt Remaly,36.0,Masters I,225.0,1.16,1.27,1.6,1.89,0.91,0.79,5.91,Advanced,No Major Imbalance,2718,91
Brianna Werre,26.0,Senior,137.0,1.77,1.13,1.42,1.57,1.57,0.79,5.9,Elite,No Major Imbalance,2719,91
John Volcansek,27.0,Senior,223.0,1.14,1.19,1.57,1.95,0.96,0.76,5.85,Advanced,No Major Imbalance,2720,91
Benjamin Cobian,33.0,Senior,290.0,0.91,1.05,1.76,2.1,0.87,0.6,5.83,Intermediate,Weak Clean & Jerk,2721,91
Bailey Woods,26.0,Senior,242.0,1.01,1.18,1.67,1.96,0.86,0.7,5.83,Advanced,No Major Imbalance,2722,91
Zack Grimes,28.0,Senior,280.0,0.95,1.16,1.64,2.05,0.82,0.71,5.8,Intermediate,No Major Imbalance,2723,91
Simon Paquette,26.0,Senior,198.0,1.29,0.0,2.12,2.37,,0.0,5.78,Elite,Weak Clean & Jerk,2724,91
kenny ealey,35.0,Masters I,230.0,1.04,1.2,1.59,1.96,0.87,0.75,5.78,Advanced,No Major Imbalance,2725,91
Mike Robison,30.0,Senior,225.0,1.13,1.27,1.58,1.8,0.89,0.8,5.78,Advanced,No Major Imbalance,2726,91
Austin Adams,21.0,Senior,165.0,1.52,1.92,2.33,0.0,0.79,0.82,5.78,Elite,No Major Imbalance,2727,91
Courtney Wuistinger,32.0,Senior,220.0,1.36,1.61,0.04,2.75,0.85,44.38,5.76,Elite,No Major Imbalance,2728,91
zachary kidd,27.0,Senior,250.0,0.98,1.14,1.54,2.1,0.86,0.74,5.76,Intermediate,No Major Imbalance,2729,91
Andrew Guinn,23.0,Senior,260.0,0.96,1.13,1.63,2.02,0.85,0.69,5.75,Intermediate,Weak Clean & Jerk,2730,91
Wes Kimball,31.0,Senior,260.0,1.02,1.27,1.63,1.83,0.8,0.78,5.75,Advanced,No Major Imbalance,2731,92
Jason Pristupa,29.0,Senior,245.0,0.98,1.22,1.43,2.1,0.8,0.86,5.73,Intermediate,No Major Imbalance,2732,92
Axel Härle,28.0,Senior,209.0,1.16,1.48,1.95,1.12,0.79,0.76,5.72,Advanced,No Major Imbalance,2733,92
Joshua Wagenaar,30.0,Senior,232.0,1.06,1.27,1.72,1.66,0.83,0.74,5.71,Advanced,No Major Imbalance,2734,92
Jacob Taylor,23.0,Senior,278.0,0.88,1.08,1.8,1.95,0.82,0.6,5.71,Intermediate,Weak Clean & Jerk,2735,92
Anthony Julius,26.0,Senior,325.0,0.85,1.15,1.92,1.77,0.73,0.6,5.69,Intermediate,Weak Clean & Jerk,2736,92
Christian Schlank,27.0,Senior,195.0,1.26,1.62,0.0,2.79,0.78,,5.67,Elite,No Major Imbalance,2737,92
Daniel Jackson,25.0,Senior,280.0,0.98,1.13,1.59,1.95,0.87,0.71,5.64,Intermediate,No Major Imbalance,2738,92
Bradley Miller,41.0,Masters I,275.0,0.89,1.07,1.65,2.02,0.83,0.65,5.64,Intermediate,Weak Clean & Jerk,2739,92
Michael Nelson,29.0,Senior,275.0,0.89,1.04,1.8,1.91,0.86,0.58,5.64,Intermediate,Weak Clean & Jerk,2739,92
Rich Mcintosh,30.0,Senior,255.0,0.96,1.04,1.67,1.96,0.92,0.62,5.63,Intermediate,Weak Clean & Jerk,2741,92
Steve Richardson,29.0,Senior,245.0,1.04,1.27,1.61,1.69,0.82,0.79,5.62,Advanced,No Major Imbalance,2742,92
Travis Walker,29.0,Senior,275.0,0.89,1.15,1.91,1.65,0.78,0.6,5.6,Intermediate,Weak Clean & Jerk,2743,92
Michael Ward,42.0,Masters I,264.0,0.92,1.17,1.55,1.96,0.79,0.76,5.6,Intermediate,No Major Imbalance,2744,92
Reese Hoffa,37.0,Masters I,330.0,0.94,1.17,1.82,1.67,0.81,0.64,5.59,Intermediate,Weak Clean & Jerk,2745,92
Kellen Murphy,31.0,Senior,265.0,0.92,1.06,1.72,1.89,0.88,0.62,5.58,Intermediate,Weak Clean & Jerk,2746,92
Lee Arcure,37.0,Masters I,183.0,1.31,1.5,0.02,2.73,0.87,68.75,5.57,Elite,No Major Imbalance,2747,92
Maxim Kramskoj,30.0,Senior,213.0,1.14,1.14,1.24,2.02,1.0,0.92,5.54,Advanced,No Major Imbalance,2748,92
Cristian Castro,27.0,Senior,174.0,1.46,1.78,1.15,1.15,0.82,1.54,5.53,Elite,No Major Imbalance,2749,92
Ryan Baker,26.0,Senior,250.0,0.98,1.18,1.46,1.9,0.83,0.81,5.52,Intermediate,No Major Imbalance,2750,92
Jadon Kempers,23.0,Senior,195.0,1.33,1.62,0.0,2.56,0.83,,5.51,Elite,No Major Imbalance,2751,92
Alex Kaumeyer,25.0,Senior,205.0,1.24,1.68,0.0,2.59,0.74,,5.51,Advanced,No Major Imbalance,2752,92
Luis Morales,30.0,Senior,285.0,0.88,1.12,1.82,1.67,0.78,0.62,5.49,Intermediate,Weak Clean & Jerk,2753,92
Steve Breaz,32.0,Senior,267.0,0.93,1.13,1.78,1.65,0.82,0.64,5.48,Intermediate,Weak Clean & Jerk,2754,92
Tyler D Jones,29.0,Senior,265.0,0.96,1.15,1.6,1.75,0.84,0.72,5.47,Intermediate,No Major Imbalance,2755,92
Andres Marquez,28.0,Senior,275.0,0.89,1.18,1.69,1.69,0.75,0.7,5.45,Intermediate,Weak Clean & Jerk,2756,92
Alex Tosun,19.0,Senior,170.0,1.42,1.76,2.26,0.0,0.81,0.78,5.45,Elite,No Major Imbalance,2757,92
John Coad,32.0,Senior,264.0,0.92,1.13,1.67,1.71,0.82,0.68,5.43,Intermediate,Weak Clean & Jerk,2758,92
Ken Shields,47.0,Masters I,215.0,1.23,1.09,1.47,1.63,1.13,0.75,5.42,Advanced,No Major Imbalance,2759,92
Joseph Rank,27.0,Senior,196.0,1.4,1.61,2.37,0.0,0.87,0.68,5.38,Elite,Weak Clean & Jerk,2760,92
James Lipscomb,45.0,Masters I,255.0,1.0,1.0,1.43,1.94,1.0,0.7,5.37,Intermediate,Weak Clean & Jerk,2761,93
Nicholas Scarabosio,32.0,Senior,270.0,0.89,1.06,1.63,1.8,0.84,0.65,5.37,Intermediate,Weak Clean & Jerk,2762,93
Steven LaBarre,32.0,Senior,275.0,0.89,0.82,1.65,2.0,1.09,0.49,5.36,Intermediate,Weak Clean & Jerk,2763,93
Michael Tancini,25.0,Senior,197.0,1.35,1.7,2.31,0.0,0.79,0.74,5.36,Elite,No Major Imbalance,2764,93
Jim Securro,45.0,Masters I,295.0,0.83,0.9,1.82,1.78,0.92,0.49,5.33,Intermediate,Weak Clean & Jerk,2765,93
Corey Mayo,31.0,Senior,325.0,0.77,1.0,1.62,1.91,0.77,0.62,5.3,Intermediate,Weak Clean & Jerk,2766,93
Josh Sommo,27.0,Senior,300.0,0.88,1.1,1.47,1.84,0.8,0.75,5.29,Intermediate,No Major Imbalance,2767,93
Ryan Quinn,26.0,Senior,170.0,1.44,1.68,2.15,0.0,0.86,0.78,5.26,Elite,No Major Imbalance,2768,93
Victor Hernandez,36.0,Masters I,300.0,0.88,1.02,1.65,1.7,0.86,0.62,5.26,Intermediate,Weak Clean & Jerk,2769,93
Ryan Hignell,25.0,Senior,182.0,1.46,1.65,2.12,0.0,0.88,0.78,5.22,Elite,No Major Imbalance,2770,93
Drew Crandall,28.0,Senior,190.0,1.26,1.71,2.24,0.0,0.74,0.76,5.21,Elite,No Major Imbalance,2771,93
Ben Howie,29.0,Senior,227.0,1.26,0.84,2.14,0.97,1.51,0.39,5.21,Elite,Weak Clean & Jerk,2772,93
Morney Schlebusch,43.0,Masters I,287.0,0.85,0.85,1.46,2.05,1.0,0.58,5.21,Intermediate,Weak Clean & Jerk,2773,93
Joey Arnold,27.0,Senior,195.0,1.31,1.62,2.26,0.0,0.81,0.72,5.18,Elite,No Major Imbalance,2774,93
Brandon Nunley,19.0,Senior,200.0,1.23,0.0,2.02,1.93,,0.0,5.17,Advanced,Weak Clean & Jerk,2775,93
John Shoults,25.0,Senior,315.0,0.87,1.0,1.44,1.86,0.87,0.69,5.17,Intermediate,Weak Clean & Jerk,2776,93
chris white,35.0,Masters I,190.0,1.39,1.61,2.13,0.0,0.87,0.75,5.13,Elite,No Major Imbalance,2777,93
Shaun Hazelton,29.0,Senior,205.0,1.22,1.59,2.32,0.0,0.77,0.68,5.12,Advanced,Weak Clean & Jerk,2778,93
Michael Madden,26.0,Senior,285.0,0.84,1.05,1.58,1.63,0.8,0.67,5.11,Intermediate,Weak Clean & Jerk,2779,93
Ma Kap,26.0,Senior,298.0,1.26,1.26,1.26,1.26,1.0,1.0,5.03,Elite,No Major Imbalance,2780,93
Rick Tastic Ahlgren,28.0,Senior,190.0,4.83,0.06,0.02,0.11,76.42,4.0,5.02,Elite,No Major Imbalance,2781,93
Brian Blomquist,25.0,Senior,321.0,0.76,1.04,1.56,1.64,0.73,0.67,5.0,Intermediate,Weak Clean & Jerk,2782,93
Stefan Mason,28.0,Senior,198.0,1.24,1.59,2.15,0.0,0.78,0.74,4.97,Advanced,No Major Imbalance,2783,93
Alex Nettey,31.0,Senior,201.0,1.37,1.54,2.01,0.0,0.89,0.77,4.93,Elite,No Major Imbalance,2784,93
Russell Pettypiece,32.0,Senior,215.0,1.14,1.51,2.26,0.0,0.75,0.67,4.91,Advanced,Weak Clean & Jerk,2785,93
Jacob Rose,21.0,Senior,200.0,1.32,1.52,2.05,0.0,0.87,0.74,4.9,Elite,No Major Imbalance,2786,93
Kasey McCauley,22.0,Senior,215.0,1.14,1.47,0.0,2.26,0.78,,4.86,Advanced,No Major Imbalance,2787,93
Josh Dewey,29.0,Senior,300.0,0.88,0.75,1.58,1.58,1.18,0.47,4.8,Intermediate,Weak Clean & Jerk,2788,93
Kent Strickland,30.0,Senior,215.0,1.16,1.47,2.16,0.0,0.79,0.68,4.79,Advanced,Weak Clean & Jerk,2789,93
Gregory Rhoades,28.0,Senior,335.0,0.76,0.94,1.6,1.48,0.81,0.59,4.78,Intermediate,Weak Clean & Jerk,2790,93
Andy Bowlby,34.0,Senior,350.0,0.73,0.9,1.43,1.61,0.81,0.63,4.67,Beginner,Weak Clean & Jerk,2791,94
Ragnar Gauti Hauksson,26.0,Senior,207.0,1.17,1.39,1.71,0.0,0.85,0.81,4.27,Advanced,No Major Imbalance,2792,94
Anthony Wagner,39.0,Masters I,195.0,1.41,0.59,1.15,1.05,2.39,0.51,4.21,Elite,Weak Clean & Jerk,2793,94
Darren Carrido,32.0,Senior,165.0,1.52,0.0,2.58,0.0,,0.0,4.09,Elite,Weak Clean & Jerk,2794,94
Derek Akers,25.0,Senior,9008.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Intermediate,No Major Imbalance,2795,94
Bruce Kent,43.0,Masters I,209.0,1.43,0.37,0.16,1.9,3.87,2.33,3.85,Elite,No Major Imbalance,2796,94
Will Bennett,20.0,Senior,200.0,1.32,0.0,2.42,0.0,,0.0,3.75,Elite,Weak Clean & Jerk,2797,94
Mary Jamieson,31.0,Senior,176.0,1.63,0.31,0.64,0.83,5.22,0.49,3.41,Elite,Weak Clean & Jerk,2798,94
Dan Goldberg,31.0,Senior,201.0,1.24,0.0,2.11,0.0,,0.0,3.36,Advanced,Weak Clean & Jerk,2799,94
Erica Ancich,20.0,Senior,152.0,2.76,0.23,0.01,0.24,12.0,35.0,3.24,Elite,No Major Imbalance,2800,94
Jordan Behler,28.0,Senior,194.0,1.44,1.73,0.0,0.0,0.84,,3.17,Elite,No Major Imbalance,2801,94
Nick Battaglia,20.0,Senior,190.0,1.39,1.76,0.0,0.0,0.79,,3.16,Elite,No Major Imbalance,2802,94
Sam Vuong,26.0,Senior,172.0,1.45,1.69,0.0,0.0,0.86,,3.14,Elite,No Major Imbalance,2803,94
Tyson Takasaki,27.0,Senior,204.0,1.45,1.69,0.0,0.0,0.86,,3.14,Elite,No Major Imbalance,2804,94
John Britton,28.0,Senior,203.0,1.43,1.7,0.0,0.0,0.84,,3.13,Elite,No Major Imbalance,2805,94
Matthew Groves,28.0,Senior,395.0,1.2,1.49,0.11,0.11,0.8,13.39,2.91,Advanced,No Major Imbalance,2806,94
Nick Robles,24.0,Senior,205.0,1.29,1.56,0.0,0.0,0.83,,2.85,Elite,No Major Imbalance,2807,94
Allen Blanco,33.0,Senior,215.0,1.14,1.53,0.0,0.0,0.74,,2.67,Advanced,No Major Imbalance,2808,94
Adam Sullivan,30.0,Senior,212.0,1.19,1.39,0.0,0.0,0.86,,2.58,Advanced,No Major Imbalance,2809,94
Jonathan Teague,41.0,Masters I,225.0,1.12,1.34,0.0,0.0,0.83,,2.46,Advanced,No Major Imbalance,2810,94
Ryan Isaac,34.0,Senior,200.0,2.13,0.04,0.03,0.12,61.0,1.4,2.31,Elite,No Major Imbalance,2811,94
John Wolf,27.0,Senior,195.0,1.56,0.0,0.06,0.0,,0.0,1.62,Elite,Weak Clean & Jerk,2812,94
Tommy Rudge,31.0,Senior,182.0,1.32,0.0,0.0,0.0,,,1.32,Elite,No Major Imbalance,2813,94
Steve Morlock,30.0,Senior,195.0,11.41,1.31,1.82,,8.73,0.72,,Elite,No Major Imbalance,2814,94
James Storer,35.0,Masters I,180.0,5.55,,,,,,,Elite,No Major Imbalance,2814,94
Catarina Lyrenäs,34.0,Senior,147.0,4.01,,,,,,,Elite,No Major Imbalance,2814,94
Bud Broadbent,53.0,Masters II,220.0,2.27,2.73,,4.54,0.83,,,Elite,No Major Imbalance,2814,94
Arthur Langham,47.0,Masters I,205.0,2.01,1.2,1.54,,1.67,0.78,,Elite,No Major Imbalance,2814,94
Jared Enderton,26.0,Senior,209.0,1.65,2.05,,,0.8,,,Elite,No Major Imbalance,2814,94
Ethan Harak,23.0,Senior,230.0,1.49,1.77,2.3,,0.84,0.77,,Elite,No Major Imbalance,2814,94
Sophie Paradis,23.0,Senior,125.0,2.65,2.3,,,1.15,,,Elite,No Major Imbalance,2814,95
Brock Kirian,25.0,Senior,207.0,1.52,1.81,2.9,,0.84,0.62,,Elite,Weak Clean & Jerk,2814,95
Luke McMahon,20.0,Senior,165.0,1.91,2.33,,,0.82,,,Elite,No Major Imbalance,2814,95
Markus Jeon,37.0,Masters I,160.0,1.97,2.84,,,0.69,,,Elite,Weak Snatch Technique,2814,95
Kirby White,26.0,Senior,198.0,1.56,1.85,2.45,,0.84,0.75,,Elite,No Major Imbalance,2814,95
Brian Smith,28.0,Senior,248.0,1.21,,1.8,2.2,,,,Advanced,No Major Imbalance,2814,95
Danny Lehr,30.0,Senior,205.0,1.45,1.72,2.2,,0.84,0.78,,Elite,No Major Imbalance,2814,95
Roland Keller,39.0,Masters I,280.0,1.05,,1.57,1.86,,,,Advanced,No Major Imbalance,2814,95
Roland Keller,39.0,Masters I,270.0,1.07,,1.5,1.78,,,,Advanced,No Major Imbalance,2814,95
david valadez,35.0,Masters I,205.0,1.41,1.68,2.63,,0.84,0.64,,Elite,Weak Clean & Jerk,2814,95
Juice Bell,29.0,Senior,227.0,1.28,,2.05,,,,,Elite,No Major Imbalance,2814,95
Jacob Anderson,21.0,Senior,180.0,1.61,1.89,,2.78,0.85,,,Elite,No Major Imbalance,2814,95
Jay Lorino,35.0,Masters I,231.0,1.25,1.39,,,0.9,,,Elite,No Major Imbalance,2814,95
Ian Droze,27.0,Senior,165.0,1.74,2.16,2.74,,0.8,0.79,,Elite,No Major Imbalance,2814,95
Matthew Aikin,27.0,Senior,218.0,1.31,1.56,,2.52,0.84,,,Elite,No Major Imbalance,2814,95
Josh Christian,24.0,Senior,201.0,1.42,1.52,,,0.93,,,Elite,No Major Imbalance,2814,95
Misiovala Tupe,32.0,Senior,240.0,1.19,,,,,,,Advanced,No Major Imbalance,2814,95
William Bybee,32.0,Senior,170.0,1.68,2.03,,,0.83,,,Elite,No Major Imbalance,2814,95
Jason Bright,34.0,Senior,240.0,1.17,1.35,,2.27,0.86,,,Advanced,No Major Imbalance,2814,95
Bryce Boratko,29.0,Senior,228.0,1.23,1.47,1.8,,0.84,0.82,,Advanced,No Major Imbalance,2814,95
Corey Pruneski,27.0,Senior,183.0,1.53,,,,,,,Elite,No Major Imbalance,2814,95
Wallace Solomona,29.0,Senior,216.0,1.28,1.48,1.84,,0.86,0.81,,Elite,No Major Imbalance,2814,95
Matt Morris,35.0,Masters I,260.0,1.06,1.4,,,0.76,,,Advanced,No Major Imbalance,2814,95
Wade Whitton,24.0,Senior,188.0,1.46,1.73,,,0.85,,,Elite,No Major Imbalance,2814,95
Matthew Young,31.0,Senior,185.0,1.49,1.7,1.97,,0.87,0.86,,Elite,No Major Imbalance,2814,95
Sam Horenstein,30.0,Senior,195.0,1.41,1.82,2.44,,0.77,0.75,,Elite,No Major Imbalance,2814,95
Hudson Fricke,26.0,Senior,200.0,1.38,1.48,1.95,,0.93,0.76,,Elite,No Major Imbalance,2814,95
Justin Bullock,26.0,Senior,172.0,1.6,,1.89,2.76,,,,Elite,No Major Imbalance,2814,95
Brandon Calhoun,26.0,Senior,195.0,1.41,1.62,2.08,,0.87,0.78,,Elite,No Major Imbalance,2814,95
Kyle Kirby,26.0,Senior,220.0,1.25,,,2.55,,,,Advanced,No Major Imbalance,2814,95
Utku Tuncer,29.0,Senior,195.0,1.41,1.69,,,0.83,,,Elite,No Major Imbalance,2814,96
Perri Prevost,20.0,Senior,180.0,1.52,1.98,2.69,,0.76,0.74,,Elite,No Major Imbalance,2814,96
Ryan Funderburg,24.0,Senior,187.0,1.44,1.76,,,0.82,,,Elite,No Major Imbalance,2814,96
Sonny Zickefoose,23.0,Senior,195.0,1.38,1.77,,,0.78,,,Elite,No Major Imbalance,2814,96
Andy Rodgers,27.0,Senior,176.0,1.52,1.85,2.51,,0.82,0.74,,Elite,No Major Imbalance,2814,96
Josep Maria Planella,21.0,Senior,171.0,1.55,,2.9,3.25,,,,Elite,No Major Imbalance,2814,96
Matt Evans,31.0,Senior,240.0,1.1,1.33,1.98,,0.83,0.67,,Advanced,Weak Clean & Jerk,2814,96
Jt Taylor,25.0,Senior,197.0,1.35,1.57,,2.64,0.86,,,Elite,No Major Imbalance,2814,96
Kevin Crowley,23.0,Senior,262.0,1.01,1.28,1.89,,0.79,0.68,,Advanced,Weak Clean & Jerk,2814,96
Luke Rossmo,28.0,Senior,194.0,1.37,1.66,2.27,,0.82,0.73,,Elite,No Major Imbalance,2814,96
Hinrik ingi òskarsson,20.0,Senior,194.0,1.37,1.65,2.16,,0.83,0.76,,Elite,No Major Imbalance,2814,96
Brian Llewellyn,31.0,Senior,190.0,1.39,,2.37,2.87,,,,Elite,No Major Imbalance,2814,96
Tanner DeBettencourt,23.0,Senior,195.0,1.36,,,,,,,Elite,No Major Imbalance,2814,96
Benjamin Donovan,32.0,Senior,196.0,1.35,1.71,2.07,,0.79,0.83,,Elite,No Major Imbalance,2814,96
Courtney Bird,31.0,Senior,200.0,1.32,1.7,2.27,,0.78,0.75,,Elite,No Major Imbalance,2814,96
Nick Presley,29.0,Senior,205.0,1.29,1.46,2.07,,0.88,0.71,,Elite,No Major Imbalance,2814,96
tom canada,35.0,Masters I,250.0,1.06,1.26,,,0.84,,,Advanced,No Major Imbalance,2814,96
Marko Lukic,28.0,Senior,203.0,1.31,1.52,,2.71,0.86,,,Elite,No Major Imbalance,2814,96
Joshua Dirks,23.0,Senior,215.0,1.23,1.51,1.93,,0.82,0.78,,Advanced,No Major Imbalance,2814,96
Zachary Nichols,30.0,Senior,210.0,1.26,1.6,,,0.79,,,Elite,No Major Imbalance,2814,96
William Won,20.0,Senior,215.0,1.23,1.47,1.86,,0.84,0.79,,Advanced,No Major Imbalance,2814,96
Johnathan Haynes,29.0,Senior,204.0,1.27,1.67,2.23,,0.76,0.75,,Elite,No Major Imbalance,2814,96
kyle torrance,26.0,Senior,190.0,1.37,1.51,1.74,,0.91,0.87,,Elite,No Major Imbalance,2814,96
Kahn May,32.0,Senior,216.0,1.2,1.39,,,0.87,,,Advanced,No Major Imbalance,2814,96
Dusty Flores,25.0,Senior,190.0,1.37,,2.39,2.42,,,,Elite,No Major Imbalance,2814,96
Patrick Tertulien,28.0,Senior,230.0,1.13,1.37,,,0.83,,,Advanced,No Major Imbalance,2814,96
Joey Roberto,40.0,Masters I,207.0,1.26,1.52,2.0,,0.83,0.76,,Elite,No Major Imbalance,2814,96
Will Moorad,25.0,Senior,185.0,1.41,,,,,,,Elite,No Major Imbalance,2814,96
Matt Saeler,27.0,Senior,168.0,1.54,1.8,2.56,,0.85,0.7,,Elite,No Major Imbalance,2814,96
Gabriel Spångfors,28.0,Senior,209.0,1.23,1.53,,2.58,0.81,,,Advanced,No Major Imbalance,2814,96
David Didier,26.0,Senior,210.0,1.22,,2.07,,,,,Advanced,No Major Imbalance,2814,97
Joel Quintong,35.0,Masters I,215.0,1.19,1.54,2.0,,0.77,0.77,,Advanced,No Major Imbalance,2814,97
Blake Whitcomb,26.0,Senior,200.0,1.27,1.52,2.08,,0.84,0.73,,Elite,No Major Imbalance,2814,97
Ray Hodgkinson,27.0,Senior,225.0,1.13,,2.16,2.51,,,,Advanced,No Major Imbalance,2814,97
Mike Hollister,38.0,Masters I,225.0,1.13,1.37,,2.02,0.83,,,Advanced,No Major Imbalance,2814,97
Michael Little,25.0,Senior,190.0,1.34,,2.34,2.63,,,,Elite,No Major Imbalance,2814,97
Ryan Hughes,28.0,Senior,187.0,1.36,1.74,2.54,,0.78,0.68,,Elite,Weak Clean & Jerk,2814,97
Michael Silverman,27.0,Senior,220.0,1.16,,,,,,,Advanced,No Major Imbalance,2814,97
Robb Maddox,28.0,Senior,240.0,1.06,,1.81,2.29,,,,Advanced,No Major Imbalance,2814,97
Dean Lucier,30.0,Senior,210.0,1.21,1.52,2.38,,0.8,0.64,,Advanced,Weak Clean & Jerk,2814,97
Jason Ramos,30.0,Senior,219.0,1.16,,,,,,,Advanced,No Major Imbalance,2814,97
Pearson Gean,22.0,Senior,220.0,1.16,1.43,,,0.81,,,Advanced,No Major Imbalance,2814,97
Joshua fichtler,25.0,Senior,170.0,1.5,,2.38,2.79,,,,Elite,No Major Imbalance,2814,97
Jared Sholly,25.0,Senior,218.0,1.17,1.49,2.18,,0.78,0.68,,Advanced,Weak Clean & Jerk,2814,97
Bear Handlon,26.0,Senior,235.0,1.09,1.38,1.85,,0.78,0.75,,Advanced,No Major Imbalance,2814,97
Jonathan Hawkins,26.0,Senior,190.0,1.34,1.58,,,0.85,,,Elite,No Major Imbalance,2814,97
David Pa'aluhi,25.0,Senior,238.0,1.07,1.32,,,0.81,,,Advanced,No Major Imbalance,2814,97
Adam Gerlach,28.0,Senior,205.0,1.24,,,2.46,,,,Advanced,No Major Imbalance,2814,97
Garrett Lisi,25.0,Senior,190.0,1.34,1.74,2.24,,0.77,0.78,,Elite,No Major Imbalance,2814,97
Damon Vogell,37.0,Masters I,195.0,1.31,1.62,2.38,,0.81,0.68,,Elite,Weak Clean & Jerk,2814,97
Niko Vandevoorde,24.0,Senior,185.0,1.38,1.65,2.3,,0.84,0.72,,Elite,No Major Imbalance,2814,97
Benjamin Hillman,30.0,Senior,85.0,2.99,3.53,4.44,,0.85,0.8,,Elite,No Major Imbalance,2814,97
Nick Cantwell,27.0,Senior,169.0,1.5,1.92,,,0.78,,,Elite,No Major Imbalance,2814,97
Shane Gregory,35.0,Masters I,203.0,1.25,,2.28,2.86,,,,Elite,No Major Imbalance,2814,97
Mikołaj Tarnowski,22.0,Senior,215.0,1.18,1.44,,2.46,0.82,,,Advanced,No Major Imbalance,2814,97
Mark Christ,32.0,Senior,250.0,1.01,1.2,,1.76,0.84,,,Advanced,No Major Imbalance,2814,97
David Ethier,31.0,Senior,190.0,1.32,1.58,2.08,,0.83,0.76,,Elite,No Major Imbalance,2814,97
Sean Kennard,26.0,Senior,199.0,1.26,1.53,,,0.82,,,Elite,No Major Imbalance,2814,97
Justin Meng,24.0,Senior,194.0,1.29,1.52,2.09,,0.85,0.73,,Elite,No Major Imbalance,2814,97
Dan Tavino,30.0,Senior,200.0,1.25,1.55,1.82,,0.81,0.85,,Advanced,No Major Imbalance,2814,97
Craig Knight,30.0,Senior,205.0,1.22,1.46,1.78,,0.83,0.82,,Advanced,No Major Imbalance,2814,98
Kenny Kendal,32.0,Senior,220.0,1.14,1.25,1.82,,0.91,0.69,,Advanced,Weak Clean & Jerk,2814,98
Javier Escanio,29.0,Senior,180.0,1.39,1.69,,,0.82,,,Elite,No Major Imbalance,2814,98
Brian Costello,29.0,Senior,190.0,1.32,1.66,,2.63,0.79,,,Elite,No Major Imbalance,2814,98
Austin Kemink,31.0,Senior,190.0,1.32,1.45,1.76,,0.91,0.82,,Elite,No Major Imbalance,2814,98
Brian Foley,24.0,Senior,190.0,1.32,,,2.45,,,,Elite,No Major Imbalance,2814,98
John Wormuth,28.0,Senior,198.0,1.26,1.64,,2.53,0.77,,,Elite,No Major Imbalance,2814,98
Taylor Jackson,25.0,Senior,205.0,1.22,1.56,,,0.78,,,Advanced,No Major Imbalance,2814,98
Mike Cundiff,33.0,Senior,220.0,1.14,1.52,1.89,,0.75,0.81,,Advanced,No Major Imbalance,2814,98
Daniel Lopez,22.0,Senior,195.0,1.28,1.51,,,0.85,,,Elite,No Major Imbalance,2814,98
Andrew McDonald,25.0,Senior,180.0,1.39,1.69,,,0.82,,,Elite,No Major Imbalance,2814,98
Sean Baker,27.0,Senior,205.0,1.22,,2.22,2.46,,,,Advanced,No Major Imbalance,2814,98
Michael Neubauer,18.0,Senior,185.0,1.35,1.76,2.43,,0.77,0.72,,Elite,No Major Imbalance,2814,98
Dalton McGregor,19.0,Senior,165.0,1.51,1.83,,,0.82,,,Elite,No Major Imbalance,2814,98
